INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,HBCU,PBI,MENONLY,WOMENONLY,RELAFFIL,DISTANCEONLY,UGDS,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,MD_FAMINC,percent_on_student_loan,id_number
University of Rio Grande,Rio Grande,OH,45674,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,4,2,42.0,11.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,1329.0,25.537475977,0.6098654709,0.1877001922,0.532991672,23743.61264,66.68,2986
Empire Beauty School-Manhattan,New York,NY,10001,National Accrediting Commission of Cosmetology Arts and Sciences,1,10,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,585.0,25.864904988,0.9429928741,0.1448931116,0.375,12423.42795,55.62,2567
Macomb Community College,Warren,MI,48088-3896,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,12.0,1.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,13109.0,25.32177883,0.5871660467,0.0998478187,0.5792188028,18722.8709,7.22,1821
Merritt College,Oakland,CA,94619-3196,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,1,2,1,11.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,5643.0,28.292772187,0.6806953339,0.1056724611,0.3545288198,9340.394519,4.43,409
Saint John Fisher College,Rochester,NY,14618-3597,Middle States Commission on Higher Education,1,1,3,4,2,21.0,15.0,14.0,0.0,0.0,0.0,0.0,30.0,0.0,2834.0,21.665535957,0.6004070556,0.0576662144,0.8229308005,70109.45254,76.68,2586
Orange Coast College,Costa Mesa,CA,92626,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,12.0,1.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,20496.0,23.501138211,0.4839076723,0.0747724317,0.6399544863,16374.9967,1.97,444
The Art Institute of Virginia Beach,Virginia Beach,VA,23462,Southern Association of Colleges and Schools Commission on Colleges,0,6,3,3,3,11.0,7.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,632.0,23.911500381,0.4827113481,0.0883472963,0.6167555217,20982.12726,65.01,6423
Tennessee College of Applied Technology-Harriman,Harriman,TN,37748-5849,Council on Occupational Education,1,1,1,1,1,32.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,216.0,27.820433437,0.4489164087,0.2507739938,0.3653250774,14090.2856,0.0,3564
Utah College of Massage Therapy-Salt Lake City,Salt Lake City,UT,84111,Accrediting Council for Continuing Education & Training,1,9,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,347.0,27.79453803,0.7368555385,0.1615620214,0.3767228178,18907.65814,87.75,4652
Central California School of Continuing Education,San Luis Obispo,CA,93401,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,385.0,26.784753363,0.8834080717,0.2197309417,0.3139013453,20552.67757,89.08,5012
Loyola Marymount University,Los Angeles,CA,90045-2659,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,2,11.0,15.0,14.0,0.0,0.0,0.0,0.0,30.0,0.0,6064.0,20.523449319,0.6127080182,0.0191628845,0.907211296,73516.41871,45.35,392
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,15214-3897,Accrediting Commission of Career Schools and Colleges,1,1,2,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,226.0,25.65830721,0.0470219436,0.0815047022,0.4890282132,17149.76821,77.29,3399
Transformed Barber and Cosmetology Academy,Kansas City,MO,64110,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,81.0,27.941176471,0.5220588235,0.1102941176,0.2058823529,8569.83071,52.41,6355
University of Baltimore,Baltimore,MD,21201-5720,Middle States Commission on Higher Education,1,1,3,4,1,11.0,7.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,3444.0,27.133769322,0.6272294887,0.1212841855,0.4542211653,28432.53722,54.25,1570
Sharp Edgez Barber Institute,Rochester,NY,14620-0000,Council on Occupational Education,1,1,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,61.0,29.118012422,0.1863354037,0.1242236025,0.2422360248,5744.921927,66.38,7031
Grace Bible College,Wyoming,MI,49509,Association for Bibical Higher Educaiton,1,1,2,3,2,13.0,13.0,8.0,0.0,0.0,0.0,0.0,79.0,0.0,675.0,32.740645161,0.5367741935,0.3987096774,0.28,25748.39941,81.62,1800
Metro Business College-Jefferson City,Jefferson City,MO,65109,Accrediting Council for Independent Colleges and Schools,0,4,1,2,3,13.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,125.0,29.094302554,0.8683693517,0.2495088409,0.2239685658,14596.02365,81.69,4281
Colorado Technical University-Online,Colorado Springs,CO,80907,North Central Association of Colleges and Schools The Higher Learning Commission,0,6,3,4,3,11.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,1.0,18566.0,33.603407642,0.640641298,0.3073594746,0.0772648252,12813.29218,88.29,5563
Charter Oak State College,New Britain,CT,06053,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,3,3,1,21.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,1.0,1799.0,35.960496614,0.7426636569,0.3668171558,0.0598194131,33623.96415,35.82,637
Marian University,Indianapolis,IN,46222-1997,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,3,4,2,11.0,13.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,1999.0,25.244318182,0.6428571429,0.150974026,0.5746753247,47170.29966,70.99,1218
Wyotech-Daytona,Ormond Beach,FL,32174,Accrediting Commission of Career Schools and Colleges,1,1,1,2,3,41.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,400.0,29.427197802,0.0453296703,0.2266483516,0.2980769231,18794.40164,69.78,710
George Washington University,Washington,DC,20052,Middle States Commission on Higher Education,1,1,3,4,2,11.0,14.0,17.0,0.0,0.0,0.0,0.0,-2.0,0.0,10433.0,20.920792079,0.5731966054,0.0374823197,0.8712871287,77134.73881,40.03,702
Auburn University at Montgomery,Montgomery,AL,36117-3596,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,12.0,9.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,4304.0,22.609470026,0.674196351,0.077324066,0.7224152911,25555.25053,58.03,8
New York Medical Career Training Center,Flushing,NY,11354,Council on Occupational Education,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,284.0,30.388663968,0.9230769231,0.3076923077,0.1983805668,14186.29239,12.57,6364
Milan Institute-Merced,Merced,CA,95340-2626,Council on Occupational Education,0,6,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,336.0,26.44592145,0.9024169184,0.1839879154,0.3401812689,11482.18493,78.23,7078
Redlands Community College,El Reno,OK,73036-5304,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,32.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1288.0,24.509478673,0.6469194313,0.1895734597,0.5272511848,27238.43095,12.32,3045
Ecotech Institute,Aurora,CO,80012,Accrediting Council for Independent Colleges and Schools,0,33,2,2,3,11.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,375.0,29.129327399,0.7731618859,0.1807204088,0.2466617211,13449.66401,68.03,6549
Paul Mitchell the School-Austin,Austin,TX,78759,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,166.0,25.444933921,0.9207048458,0.1762114537,0.4405286344,25226.03993,53.57,6041
Academy of Hair Design-Grenada,Grenada,MS,38901,National Accrediting Commission of Cosmetology Arts and Sciences,0,2,1,1,3,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,55.0,26.018404908,0.6748466258,0.0920245399,0.4355828221,10749.12797,5.36,1980
Employment Solutions-College for Technical Education,Lexington,KY,40517,Council on Occupational Education,1,1,1,1,2,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,203.0,29.918518519,0.7111111111,0.1604938272,0.1851851852,4289.476908,74.8,5700
Palladium Technical Academy,Temple City,CA,91780,Council on Occupational Education,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,48.0,26.174242424,0.8409090909,0.0984848485,0.4242424242,8308.286464,98.68,5782
South Texas Training Center,San Benito,TX,78586,Council on Occupational Education,1,1,1,1,3,22.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,144.0,25.08815427,0.8787878788,0.2534435262,0.3360881543,13447.34732,33.56,6237
Empire Beauty School-Springfield,Springfield,PA,19064,National Accrediting Commission of Cosmetology Arts and Sciences,0,13,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,193.0,26.004224894,0.9447513812,0.1316217095,0.3734156646,13126.08847,64.83,6440
The Art Institute of Atlanta,Atlanta,GA,30328-1635,Southern Association of Colleges and Schools Commission on Colleges,1,6,3,3,3,13.0,11.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,2584.0,23.911500381,0.4827113481,0.0883472963,0.6167555217,20982.12726,85.71,870
Shaw University,Raleigh,NC,27601,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,10.0,10.0,1.0,0.0,0.0,0.0,54.0,0.0,1661.0,22.569940476,0.5208333333,0.0364583333,0.8043154762,20323.35054,90.9,2766
Fortis College-Montgomery,Montgomery,AL,36109,Accrediting Bureau of Health Education Schools,0,4,1,2,3,12.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,315.0,27.464208243,0.8438177874,0.1969631236,0.2824295011,14345.73634,73.55,6200
Nebraska Christian College,Papillion,NE,68046,Association for Bibical Higher Educaiton,1,1,3,3,2,41.0,11.0,8.0,0.0,0.0,0.0,0.0,48.0,0.0,134.0,21.538461538,0.4395604396,0.1098901099,0.8461538462,50220.25146,63.09,2167
American College of Healthcare Sciences,Portland,OR,97239,Distance Education Accrediting Commission,1,1,1,4,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,1.0,423.0,35.247240618,0.9050772627,0.4260485651,0.0618101545,20013.82833,0.0,5536
Lipscomb University,Nashville,TN,37204-3951,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,15.0,14.0,0.0,0.0,0.0,0.0,74.0,0.0,2875.0,23.505729565,0.6631016043,0.115355233,0.6271963331,47445.72501,53.91,3552
James H Faulkner State Community College,Bay Minette,AL,36507-2698,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,32.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,4286.0,24.247976879,0.6621387283,0.1289017341,0.6173410405,21460.95193,37.41,15
George Fox University,Newberg,OR,97132,Northwest Commission on Colleges and Universities,1,1,3,4,2,31.0,13.0,14.0,0.0,0.0,0.0,0.0,65.0,0.0,2494.0,22.894617134,0.5701288855,0.1106899166,0.7748294162,62807.87203,64.64,3109
Truckee Meadows Community College,Reno,NV,89512-3999,Northwest Commission on Colleges and Universities,1,1,2,2,1,12.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,8719.0,27.143086387,0.5656592672,0.1569938486,0.4394223054,18150.91747,12.14,2196
Lamar Institute of Technology,Beaumont,TX,77705,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,12.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2563.0,24.558984911,0.5041152263,0.1008230453,0.6035665295,21918.96247,26.57,5444
Center for Advanced Legal Studies,Houston,TX,77042-1912,Council on Occupational Education,1,1,2,4,3,11.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,200.0,35.106896552,0.875862069,0.3,0.0379310345,22114.36713,64.26,4642
Community College of Philadelphia,Philadelphia,PA,19130-3991,Middle States Commission on Higher Education,1,1,2,2,1,11.0,1.0,4.0,0.0,1.0,0.0,0.0,-2.0,0.0,18177.0,25.392799893,0.5897281774,0.0781406532,0.5091164095,13948.93938,44.83,3349
Olivet Nazarene University,Bourbonnais,IL,60914-2271,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,23.0,13.0,14.0,0.0,0.0,0.0,0.0,59.0,0.0,3504.0,22.502911593,0.6283748015,0.0709370037,0.7882477501,60573.05283,72.35,1116
Gemological Institute of America-Carlsbad,Carlsbad,CA,92008,Accrediting Commission of Career Schools and Colleges,1,2,1,1,2,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,215.0,27.455882353,0.5,0.1029411765,0.3161764706,21185.01002,19.95,334
Memphis Institute of Barbering,Memphis,TN,38107,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,147.0,27.232824427,0.1641221374,0.0916030534,0.320610687,7377.879933,100.0,6038
Cabell County Career Technology Center,Huntington,WV,25705-2827,Council on Occupational Education,1,1,1,1,1,22.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,103.0,28.855932203,0.3050847458,0.2203389831,0.2796610169,14804.14248,0.0,4062
Laurel Technical Institute,MEADVILLE,PA,16335,Accrediting Council for Independent Colleges and Schools,0,2,2,2,3,32.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,124.0,26.015384615,0.7205128205,0.1769230769,0.4179487179,13611.80019,76.26,4846
Ashtabula County Technical and Career Campus,Jefferson,OH,44047,Accrediting Commission of Career Schools and Colleges,1,1,1,1,1,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,130.0,28.912820513,0.7384615385,0.241025641,0.2820512821,19556.47817,65.69,2830
University of Phoenix-Minnesota,Saint Louis Park,MN,55426-4915,North Central Association of Colleges and Schools The Higher Learning Commission,0,38,3,4,3,21.0,10.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,132.0,31.763342552,0.697885046,0.2945153379,0.0874417943,16789.83113,64.71,5642
Broadview Entertainment Arts University,Salt Lake City,UT,84115,Accrediting Council for Independent Colleges and Schools,0,5,3,3,3,21.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,125.0,27.252077562,0.6412742382,0.3047091413,0.3060941828,21690.82248,81.46,6460
Western Technology Center,Burns Flat,OK,73624-1469,Oklahoma State Board of Career and Technology Education,1,1,1,1,1,43.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,98.0,25.038461538,0.7461538462,0.2,0.3461538462,15394.196,0.0,4980
Turtle Mountain Community College,Belcourt,ND,58316,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,3,2,43.0,10.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,457.0,24.425925926,0.5216049383,0.0895061728,0.4413580247,9212.142999,0.0,2814
Colorado Christian University,Lakewood,CO,80226,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,12.0,5.0,12.0,0.0,0.0,0.0,0.0,88.0,0.0,3657.0,32.761904762,0.7152847153,0.4045954046,0.2237762238,29640.28722,52.14,576
Angeles Institute,ARTESIA,CA,90701-6610,Council on Occupational Education,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,114.0,26.935606061,0.7651515152,0.1553030303,0.3522727273,19415.41702,81.38,6320
Blue Cliff College-Gulfport,Gulfport,MS,39503,Accrediting Commission of Career Schools and Colleges,0,8,1,2,3,13.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,178.0,27.943563609,0.8918459796,0.1619479049,0.2331068328,10994.83686,51.75,5428
International Training Careers,Miami,FL,33155,Council on Occupational Education,1,1,1,1,2,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,225.0,37.288934426,0.9036885246,0.4467213115,0.0901639344,6678.916462,99.76,5337
Colorado State University-Global Campus,Greenwood Village,CO,80111-0000,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,21.0,5.0,12.0,0.0,0.0,0.0,0.0,-2.0,1.0,6506.0,32.675999145,0.6009831161,0.4406924557,0.0803590511,38344.83057,49.77,6913
Bryan University,Rogers,AR,72756,Accrediting Council for Independent Colleges and Schools,0,3,2,2,3,13.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,61.0,30.480654762,0.6726190476,0.2723214286,0.1845238095,12384.13494,84.52,6117
DeVry University-Arizona,Phoenix,AZ,85021,North Central Association of Colleges and Schools The Higher Learning Commission,0,25,3,4,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,991.0,30.393682856,0.5302737759,0.2859547502,0.1862468439,22237.68396,76.58,7104
Pacific College of Oriental Medicine-San Diego,San Diego,CA,92108-4407,Accrediting Commission of Career Schools and Colleges,1,3,1,4,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,111.0,32.186157518,0.7207637232,0.1980906921,0.169451074,19083.89904,69.42,4636
Claflin University,Orangeburg,SC,29115-4498,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,32.0,11.0,11.0,1.0,0.0,0.0,0.0,71.0,0.0,1779.0,21.887139108,0.6631671041,0.0323709536,0.8241469816,24517.86088,94.33,3456
The Art Institute of Indianapolis,Indianapolis,IN,46268,Accrediting Council for Independent Colleges and Schools,0,33,3,3,3,11.0,7.0,7.0,0.0,0.0,0.0,0.0,-2.0,0.0,834.0,28.480270963,0.6951779564,0.1732874091,0.2955223881,14678.55989,82.71,5823
Harrisburg Area Community College-Harrisburg,Harrisburg,PA,17110-2999,Middle States Commission on Higher Education,1,5,2,2,1,13.0,1.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,18349.0,25.822979132,0.6032621732,0.1467977932,0.5337011274,27120.36729,52.53,3248
Edward Waters College,Jacksonville,FL,32209,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,3,2,11.0,11.0,8.0,1.0,0.0,0.0,0.0,51.0,0.0,927.0,22.674521355,0.4167893962,0.029455081,0.7731958763,19535.83155,83.06,735
Hair Dynamics Education Center,Fort Collins,CO,80525,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,172.0,25.165048544,0.9417475728,0.1796116505,0.427184466,21916.27477,65.64,600
Boise Barber College,Boise,ID,83704-5919,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,42.0,28.494736842,0.3684210526,0.2631578947,0.2421052632,15464.90726,47.31,6902
Carrington College-Pleasant Hill,Pleasant Hill,CA,94523,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0,7,1,2,3,21.0,4.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,599.0,25.634121123,0.8670605613,0.1471196455,0.411521418,16773.83299,64.01,5292
Sharon Regional Health System School of Nursing,Sharon,PA,16146,Accreditation Commission for Education in Nursing Inc.,1,1,1,1,2,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,42.0,29.953488372,0.7441860465,0.3255813953,0.3255813953,32553.62978,72.97,3381
University of Arizona,Tucson,AZ,85721-0066,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,11.0,13.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,32646.0,21.165836299,0.5513345196,0.043594306,0.8395017794,42731.98058,40.55,84
Grand Valley State University,Allendale,MI,49401-9403,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,21.0,13.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,21561.0,21.012342883,0.5950628468,0.0358962745,0.8706828219,62977.78252,63.23,1804
Summit Salon Academy,Tampa,FL,33624,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,67.0,25.823529412,0.9117647059,0.1529411765,0.4176470588,23048.13067,58.54,6330
Western Kentucky University,Bowling Green,KY,42101-1000,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,13.0,13.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,15388.0,22.325290165,0.5956017104,0.0922419059,0.7814599878,40647.51634,51.61,1465
Catholic University of America,Washington,DC,20064,Middle States Commission on Higher Education,1,1,3,4,2,11.0,14.0,14.0,0.0,0.0,0.0,0.0,30.0,0.0,3529.0,20.8074191,0.5516969219,0.0189423836,0.9116022099,111632.2121,56.15,698
Marygrove College,Detroit,MI,48221-2599,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,11.0,7.0,9.0,0.0,1.0,0.0,0.0,30.0,0.0,881.0,27.718270572,0.7573221757,0.0655509066,0.5244072524,13708.82634,85.49,1823
University of South Carolina-Aiken,Aiken,SC,29801,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,21.0,11.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,3023.0,22.340286055,0.6710369487,0.0852205006,0.7759237187,41410.64819,56.6,3484
Baltimore School of Massage-Linthicum,Linthicum,MD,21090,Accrediting Commission of Career Schools and Colleges,1,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,327.0,29.900776531,0.7963761864,0.153580673,0.2579810181,17806.67715,80.91,5209
Everest Institute-South Plainfield,South Plainfield,NJ,07080,Accrediting Commission of Career Schools and Colleges,0,5,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,615.0,28.070213933,0.7552447552,0.14356232,0.2961744138,12451.97633,58.28,5881
Galen College of Nursing-Louisville,Louisville,KY,40207,Southern Association of Colleges and Schools Commission on Colleges,1,4,1,2,3,21.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,879.0,30.738615899,0.872909699,0.3277591973,0.1865191665,30955.25022,92.03,1410
Gordon State College,Barnesville,GA,30204,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,3,1,32.0,7.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,3864.0,21.928546653,0.6368366285,0.0610475199,0.7703780784,26332.69875,55.24,911
HDS Truck Driving Institute,Tucson,AZ,85706,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,158.0,32.434482759,0.1034482759,0.3034482759,0.0827586207,16604.42674,25.51,5336
Santa Barbara Business College-Ventura,Ventura,CA,93003,Accrediting Council for Independent Colleges and Schools,1,1,2,4,3,12.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,377.0,28.023255814,0.7813953488,0.2325581395,0.2813953488,20865.92437,86.35,5196
Vatterott College-Cleveland,Broadview Heights,OH,44147-3502,Accrediting Commission of Career Schools and Colleges,0,11,1,2,3,21.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,218.0,28.619603985,0.4115114992,0.1683679744,0.2336735949,9334.33676,22.27,5475
Ross Medical Education Center-Brighton,Brighton,MI,48116,Accrediting Bureau of Health Education Schools,1,6,1,1,3,22.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,131.0,28.484130343,0.9437156157,0.2209056284,0.2725349132,15567.55124,59.65,4376
